1. open,2. high,3. low,4. close,5. volume
282.4200,283.4900,279.9300,280.8600,127290527
285.6200,288.9400,282.3000,288.1000,112429293
285.2300,287.3300,283.3000,286.6600,103471104
287.5300,289.4300,286.8700,287.5300,91568287
290.1500,290.8100,285.8100,287.9300,144729908
289.2500,293.3100,288.9000,292.8200,107198069
292.8200,294.3400,291.3000,294.0300,56543653
291.6800,292.7000,289.5200,291.1800,65030170
294.7200,294.9500,291.8000,291.8100,71671870
293.4900,294.3400,291.9200,294.0200,81111733
293.5100,294.4500,293.4100,293.8700,57197747
292.1000,293.4900,291.2400,293.4100,50916423
292.1200,292.7800,290.7300,292.0500,57770862
292.7900,293.1600,292.0700,292.2300,50392914
290.6800,293.1400,290.4200,292.8800,52246633
289.1700,290.4400,289.0700,290.2700,40160140
290.1000,290.3200,288.6600,290.0200,68708513
291.4000,291.4300,288.9900,289.4500,58268295
290.9500,291.0100,289.5000,290.1600,52153197
290.2400,290.3500,289.0800,289.9700,49596685
290.0000,290.4700,288.2600,290.1600,69727782
288.8300,288.8400,287.5800,288.2100,55093100
287.7700,288.3900,287.3100,288.2900,52601499
287.7200,288.0800,286.7000,287.3100,66142316
288.1000,288.9100,287.3700,288.7900,53566335
287.9200,288.6300,287.6000,288.5700,58621729
286.7800,287.4600,286.0100,287.1800,48997505
287.3200,287.7600,285.7500,286.4200,68243202
286.0400,286.2300,285.0900,285.9700,40070351
284.7000,286.1600,284.4000,285.8300,77617945
282.3900,282.8400,281.1400,282.4800,82186806
280.3500,281.2100,279.0700,280.7100,56238545
281.1100,281.7600,277.9300,279.6500,72224722
280.9900,282.1800,279.5600,281.1200,68125920
278.8700,280.1900,277.6400,279.0400,85575197
283.2200,283.8000,279.1800,279.2500,122659286
280.6400,285.1800,280.5900,284.7300,79550375
282.1600,283.5000,280.3200,281.5500,84609210
283.5100,284.3600,281.4100,282.4000,90268121
281.5500,282.6600,281.3000,282.3300,62199806
280.5400,282.2100,280.3300,281.3100,81308979
281.3700,281.8400,280.6700,281.1600,67518366
280.4800,282.3800,280.3000,281.3400,80639153
279.0600,280.0700,278.8500,279.4900,79667530
275.2600,278.6200,275.2300,278.4400,65098897
272.9400,274.6500,272.4200,274.4600,85795799
276.8300,276.9900,274.0700,275.0100,94885089
279.1500,279.1600,276.9700,277.3300,75039771
279.5400,279.7600,278.4100,279.0200,59114559
281.6000,281.8700,276.8400,279.4000,106494637
280.4400,280.8800,278.8200,280.4200,78880548
278.9600,279.4500,278.3200,278.6800,69268293
278.5200,279.5900,277.4800,279.2000,56921570
279.1300,280.3000,278.9000,279.3200,56844101
280.7300,281.3100,279.4300,279.5200,69030699
278.1100,279.3600,277.4000,279.1400,78114616
277.7000,278.1000,276.3500,277.4200,64214727
277.8100,278.9200,277.2500,278.4100,76610767
276.4800,278.5800,276.4700,277.8500,59120804
276.3600,277.4100,276.1300,277.3700,97088659
273.7800,275.6400,272.8700,274.3800,83234396
275.0300,275.9300,274.5600,274.9900,65277204
272.4200,274.5200,272.3400,274.1000,72270221
271.2000,271.4900,270.0300,270.6200,68021423
268.7500,270.5800,267.8300,270.4700,75788861
270.9400,271.5500,268.2900,270.1400,95481961
272.7900,273.3400,271.9200,272.7400,58347791
272.4400,273.4400,271.8800,273.1000,79552774
270.1100,272.0300,269.3600,271.9600,60744844
270.1500,271.2000,269.1800,270.0600,85782524
267.5100,270.4700,267.2700,269.9300,104012073
265.1000,268.5200,264.2500,267.5800,92473671
263.9200,264.5500,262.4800,263.4100,66136334
263.3900,263.8300,261.7900,263.7600,85613655
265.6100,266.7000,263.6600,265.7800,96883358
263.2100,264.2000,262.0800,263.5500,59204139
264.0100,264.7900,260.6600,263.4100,86030287
264.8200,265.0600,261.0600,262.8600,115531183
264.9800,266.9800,263.0000,266.4600,127900303
260.0100,263.9200,259.9600,262.9600,96118435
260.8300,261.9700,260.6000,260.9800,77636710
257.8200,260.7000,257.8100,260.3500,85208271
256.8600,258.3000,256.4100,257.4000,70908227
257.6800,259.0100,257.0300,258.9800,73858110
256.2600,259.1600,255.5000,258.8800,96823923
257.5600,258.9100,256.1900,257.9700,95006554
256.8200,257.3100,254.0000,256.7700,102512587
252.6900,255.9500,251.6900,254.3800,103139100
247.5900,253.1100,247.1700,252.3900,142628834
248.2300,248.5700,243.6700,244.2100,144140692
245.9800,251.2100,245.9500,250.1800,126925199
249.5600,250.1900,247.4700,249.9200,144299370
249.5800,251.4000,246.4500,247.7500,153100189
242.5700,248.2900,238.9600,248.0700,186267342
235.9700,246.1800,233.7600,246.1800,218485360
239.0400,240.8400,234.2700,234.3400,147311588
246.7400,249.7100,239.9800,240.7000,255345633
249.8600,251.6200,244.6500,247.1700,252053377
255.1700,259.4000,249.3500,251.2600,214992763
257.2000,257.9500,253.2800,255.0800,134515094
259.4000,260.6500,253.5300,255.3600,165492257
262.9600,264.0300,259.8500,260.4700,116961071
266.5200,267.4900,264.1200,265.3700,96662717
267.4700,269.0000,265.3700,265.4600,97976706
267.6600,267.8700,262.4800,264.1300,121504431
263.3700,265.1600,258.6200,264.0700,151445885
269.4600,271.2200,262.6300,263.5700,161018923
265.9200,269.9700,262.4400,269.8400,204185411
278.3700,278.8500,269.9000,270.2500,177986013
280.2800,280.4000,277.5100,279.3000,103017719
273.8100,276.2800,273.4500,275.6500,98204190
273.7100,275.5500,272.4300,273.9800,82346420
269.6000,274.5800,268.3300,274.5800,127629633
266.3400,268.4000,265.6600,268.4000,75502441
265.7800,267.7500,265.3400,267.5000,79981362
263.1800,264.8200,263.0700,263.2500,42807878
265.8600,267.1500,265.0100,265.0200,75563743
265.3600,267.0000,263.1500,264.1200,136021311
273.0500,273.3800,268.0700,269.1000,103061706
271.7900,274.7500,271.2100,273.7300,126668040
268.7800,273.5400,267.0100,273.0200,135101437
274.1600,274.6100,268.4500,270.2000,125335931
273.0900,275.3300,271.2500,272.0600,98176610
277.1900,277.4600,271.9900,272.5700,99673574
279.0300,279.2400,276.1800,277.7600,98812561
280.1100,281.2200,279.2200,280.5000,65584886
277.5600,281.1000,277.0800,281.0100,102752099
273.3200,275.3000,273.2500,275.1200,60085894
272.4400,274.0100,271.3500,273.3900,65622482
274.7500,275.2300,269.5900,271.8900,122634107
271.6000,273.7300,270.3800,273.5100,99495037
270.6500,273.2300,270.1200,270.6300,128296325
263.6700,268.1200,263.1200,267.7700,157115995
268.8000,270.2500,259.8500,263.8600,160749101
265.9200,271.0000,262.2900,265.3300,201574596
267.3800,271.8100,266.2300,270.0800,138061545
273.3300,273.7600,264.7000,265.3200,177806697
270.9500,274.8700,268.6100,273.6100,146352719
277.0000,277.3600,274.4100,275.0100,82415812
277.1300,279.3000,275.4700,276.2500,139901634
279.4000,280.0700,274.9700,276.4000,134557525
280.4400,281.1500,277.5600,280.4500,110625987
276.6000,280.8200,276.0700,280.4000,118255834
275.5500,277.0400,274.3000,274.4000,102263717
276.7700,277.0900,272.3700,275.9500,183186492
277.0800,278.9000,270.3600,272.1700,274840491
286.8300,286.9100,277.8800,278.3000,214731042
287.3900,288.8600,286.7700,287.4000,74338982
287.0500,288.2200,285.5000,287.8200,87742172
289.6900,290.2700,286.2200,287.8200,105951698
291.1800,291.2400,287.6600,289.4400,111545910
292.7400,293.2100,291.3200,291.7200,64694594
291.5600,292.3600,291.1400,291.5600,47258227
292.1100,292.9300,290.9800,291.7300,62078937
289.9900,291.2800,289.9500,290.7200,70091385
290.4100,291.9100,290.1000,290.6900,59249455
290.9100,292.2400,289.4100,289.8800,79739674
291.5300,291.6500,290.4800,290.7500,44370037
291.3400,291.5000,290.3700,291.0200,53409645
293.0900,293.2200,291.8100,291.9900,105479656
292.6400,293.9400,291.2400,293.5800,100360646
290.9700,291.6900,290.8300,291.2200,49080562
289.5800,291.5800,289.5500,290.9100,61930407
290.8200,290.8600,289.0300,289.3400,68244043
291.0600,291.2700,290.0000,290.8800,55079875
290.3200,291.0400,290.0000,290.8300,51034222
289.0600,289.8000,288.2300,289.1200,59810758
287.3700,289.5500,286.9800,289.0500,50530492
288.7400,289.0400,287.8800,288.1000,50191113
286.9800,288.7000,286.7100,287.6000,73524824
289.1500,289.4900,287.0000,288.1600,65909863
289.4100,289.6400,287.8900,289.0300,72452437
289.8400,290.2100,288.6800,289.8100,57594367
289.8400,290.8100,289.2900,290.3100,66140838
290.9400,291.3600,289.6300,290.3000,61229501
290.1600,291.7400,289.8900,291.4800,61485514
290.3000,290.4200,289.4000,289.9200,46943472
288.8600,289.9000,288.6800,289.7800,57072377
286.4400,287.6700,286.3800,287.5100,57487399
285.9700,286.9400,285.4300,285.7900,49204851
285.8800,286.7600,285.5800,286.1700,44993333
286.2500,287.3100,285.7100,286.3400,67271983
285.5700,285.9700,285.0600,285.6700,39807490
283.8300,285.5600,283.3700,285.0600,65618481
283.4000,285.0400,283.3600,284.0600,69967919
282.3800,282.5400,280.1600,281.7800,102925355
282.9200,284.1700,282.4800,283.9000,43842031
283.4700,284.1600,281.7700,282.1000,65732909
283.4500,284.0600,282.3600,283.1600,77076044
285.5300,285.9700,284.9200,285.0700,35716976
285.3900,285.9100,284.9400,285.4600,42114551
285.3900,286.0100,285.2400,285.5800,43196646
283.6400,284.9900,283.2000,284.6400,39400887
282.5300,283.6600,282.3300,283.6000,53935386
279.3900,282.5800,279.1600,282.3900,63426363
281.5600,282.1300,280.1300,280.8600,53853326
280.8100,282.0200,280.3800,281.3300,68570493
281.5100,281.6900,279.3600,279.9500,63742508
283.7100,283.8200,280.3800,281.4200,76783177
283.2000,284.1100,283.0900,283.3400,57919495
281.3300,284.3700,281.2800,284.0100,78882927
281.7900,282.5600,280.6300,281.6100,68026935
279.4500,280.4300,279.0600,280.2000,47047565
279.7700,280.4800,279.5000,279.6800,82372729
280.3100,280.7400,279.4600,280.0000,61412117
280.5600,281.1800,280.0600,281.0600,44593465
278.4700,280.9100,278.4100,280.4700,52315500
279.6400,279.8000,278.8400,279.3400,48201038
279.1700,279.9300,278.6600,279.5900,48234964
278.2800,279.4300,277.6000,279.3700,60124687
277.1500,278.0400,276.5200,276.8600,77054739
278.4100,279.0100,278.0800,278.9000,51966829
276.5500,277.9600,276.5000,277.9000,50550399
273.1400,275.8400,272.7100,275.4200,66493696
272.1700,273.1800,270.9600,273.1100,56925919
272.8700,272.9800,270.4200,270.9000,42187071
269.5100,272.0400,269.2400,271.8600,63554774
272.1200,273.6600,271.1500,271.2800,97592499
269.2900,271.7500,268.4900,270.8900,76650517
272.2600,273.8700,269.1800,269.3500,104960655
271.6400,272.5600,270.7900,271.6000,68683211
273.4400,273.6200,269.1000,271.0000,137854162
275.6600,275.7900,274.4900,274.7400,56612003
275.9600,275.9800,273.6800,274.2400,71061404
276.2700,276.7200,275.5900,275.9700,53785486
274.0000,275.7500,273.5300,275.5000,97531510
275.4900,276.7000,274.9500,276.5600,52917581
276.6000,277.5100,275.3500,277.1300,120041562
279.0100,279.3300,278.0600,278.7300,77097620
279.1900,279.4800,277.8000,278.0300,79070610
279.0300,279.3300,278.1900,278.9200,72329028
278.4400,279.3700,278.3100,278.5600,58892515
276.8500,278.2500,276.6600,278.1900,72139719
277.9500,278.2800,276.3400,277.3700,72969402
275.7900,277.5200,275.0900,277.4000,62732215
275.0500,275.5300,274.1800,275.1000,51135038
274.5300,275.1900,274.2600,274.9000,45385166
272.4100,273.9400,272.3300,273.6000,71258411
272.1500,272.4900,270.2600,270.9400,93519941
270.5000,273.1100,270.4200,272.6100,69678449
270.3100,271.1700,267.7600,269.0200,115908607
272.1500,272.8600,271.5800,272.1500,56374755
272.9100,273.2200,270.7800,272.8000,76043827
271.1700,273.3900,270.9900,273.3600,64694184
273.9600,274.2500,272.2400,272.6100,52966358
273.0100,273.9800,272.5700,273.3700,58025875
271.6200,272.0300,270.9300,271.3300,64367959
271.9400,273.2300,271.1300,272.0100,56536400
271.1400,272.7600,271.1100,272.2400,53942631
271.5900,271.6100,270.0300,271.1000,87036136
273.3400,274.0800,272.3600,272.9800,54790606
272.1600,273.1500,271.5800,272.8500,59871511
270.3400,272.3900,270.2200,272.0200,72063931
267.6800,269.8700,267.0900,269.5000,59666143
266.5000,267.3300,265.1500,266.9200,67499247
266.8900,268.0200,266.1100,266.9200,55304907
261.5200,266.7900,261.1500,266.0200,91222075
262.2600,263.3600,259.0500,262.6200,136311479
264.7600,265.6800,262.7600,263.2000,86368943
263.8700,265.1000,262.1100,264.9800,74203365
267.2600,267.8900,264.4300,264.5100,82182324
267.0000,267.3400,265.5000,266.5600,57053647
264.7900,267.2500,264.2900,266.3100,67731942
262.9100,264.1300,260.8500,263.6300,103756753
267.7300,267.9800,261.2800,262.9800,112885452
267.2600,267.8900,265.3500,266.5700,65557954
268.8100,269.0600,265.6100,266.6100,99953133
269.6500,269.8800,267.7200,268.8900,77655909
270.6900,271.3000,269.8700,270.3900,57303857
269.3300,270.8700,268.7500,270.1900,64682036
267.0000,268.2000,266.0700,267.3300,63405287
267.4100,267.5400,264.0100,265.1500,85079176
265.2600,267.0000,265.0600,265.9300,68890480
263.4700,265.6400,263.3900,263.7600,91140243
264.2700,266.0400,262.9800,265.1500,105573736
261.3700,264.8400,259.9400,261.0000,105442932
263.4200,265.1100,258.0000,259.7200,179521209
265.5500,266.6400,264.3200,265.6400,82652618
256.7500,264.3600,256.6000,263.5600,123715339
258.8700,261.3100,256.8400,260.7700,119956861
262.5500,263.1300,254.6700,257.4700,186286343
261.1200,265.2600,259.8400,263.1500,124244790
260.7500,262.6400,258.5800,259.8300,146452306
266.1700,266.7700,258.8400,260.6000,129941445
262.1300,265.4300,259.4100,265.1100,141956102
264.1700,264.5400,257.8300,258.0500,183534751
267.9100,268.8700,263.3600,263.6700,148785916
270.9000,273.2700,270.1900,270.4300,78709578
270.9400,271.6700,270.1800,270.9500,59757271
273.3500,274.4000,268.6200,270.4900,109208442
274.5000,275.3900,274.1400,274.2000,100343673
275.8800,276.6100,274.4300,275.0000,83433038
277.8100,278.0200,274.6700,275.3000,105895079
279.8400,280.4100,276.0300,276.7200,91968937
279.2000,279.9100,278.0800,278.5200,71924793
275.7000,278.8700,275.3400,278.8700,113625335
273.5500,274.2400,272.4200,274.1000,66901150
270.4200,273.1800,270.2000,272.7800,87063502
273.3000,273.3900,271.1800,272.8800,79213163
267.7300,272.8900,267.6100,272.1900,97307387
265.8000,269.7200,264.8200,269.0800,139083217
271.4100,273.1700,266.0000,267.7000,176855077
275.6800,276.1900,271.2900,271.6500,121907767
278.1100,278.9200,274.3600,274.4300,99099165
275.9300,278.0100,275.2600,277.9000,86491406
271.7900,274.7100,271.2500,274.7100,92766428
271.1000,273.0500,269.6400,270.4000,110511290
271.9000,274.7200,269.9400,270.0500,98883740
272.0300,273.6700,270.5000,271.4000,86369662
272.3200,275.3200,272.2700,273.1100,160420135
271.5700,273.0400,268.7700,273.0300,111200286
264.3100,270.0000,264.3000,269.5900,120735685
263.9700,266.6200,263.3100,266.0000,81223640
263.8300,267.0100,261.6600,265.3400,143735976
260.8000,263.6100,252.9200,261.5000,283565315
268.0100,268.1700,257.5900,257.6300,246449505
268.5000,272.3600,267.5800,267.6700,167376100
259.9400,269.7000,258.7000,269.1300,355026782
273.4500,275.8500,263.3100,263.9300,294681816
280.0800,280.2300,275.4100,275.4500,173174790
281.0700,283.0600,280.6800,281.5800,90102470
282.7300,283.3000,280.6800,281.9000,118948131
282.6000,284.7400,281.2200,281.7600,131796419
285.9300,286.4300,284.5000,284.6800,90118337
284.2500,286.6300,283.9600,286.5800,107743119
284.1600,284.2700,282.4000,283.3000,84587313
284.0200,284.7000,281.8400,283.1800,134816117
282.7400,283.6200,282.3700,283.2900,97084700
280.1700,282.6900,280.1100,282.6900,91322408
279.8000,280.4100,279.1400,280.4100,140920098
279.4800,279.9600,278.5800,279.1400,100728006
278.0300,280.0500,276.9700,279.6100,113258799
279.3500,280.0900,276.1800,276.9700,106555142
276.4200,278.1100,276.0800,277.9200,90816076
274.7500,276.1200,274.5600,276.1200,62361455
273.6800,274.4200,272.9200,274.1200,69574318
274.4000,275.2500,274.0800,274.5400,57253957
273.3100,274.1000,272.9800,273.9200,57319192
272.5100,273.5600,271.9500,273.4200,83523995
271.2000,272.1600,270.5400,271.6100,80636408
268.9600,270.6400,268.9600,270.4700,90070416
267.8400,268.8100,267.4000,268.7700,86655749
268.5300,268.5500,266.6400,266.8600,96007424
267.8900,267.9200,267.4500,267.8700,45116139
267.3800,267.7300,267.0100,267.3200,57750986
267.0500,267.4400,266.8900,267.1900,45244433
267.6000,267.6400,266.9000,267.5100,78720873
267.7400,268.3900,267.3000,267.5800,67032339
268.2700,268.3300,266.6900,267.0300,76751500
268.4800,268.5300,267.0900,267.1700,82382876
268.1000,268.6000,267.9800,268.2000,83653572
265.4500,267.0400,265.3900,266.5100,144610290
267.0900,267.2200,265.6000,265.6600,100666692
267.0600,267.5600,266.6500,266.7500,102905409
267.2100,267.3200,266.3500,266.7800,85195750
266.3100,266.3800,265.4800,266.3100,83077533
265.1600,265.5200,264.0300,265.5100,76563873
264.0700,264.4300,262.9400,264.0700,77218569
263.3000,263.7300,262.7100,263.2400,75898566
263.1900,265.1500,263.0400,263.1900,77994544
266.3100,266.8000,264.0800,264.1400,94040560
264.7600,265.3100,260.7600,264.4600,164390902
263.7600,266.0500,263.6700,265.0100,127894389
263.0200,263.6300,262.2000,262.7100,77512102
260.7600,262.9000,260.6500,262.8700,98971719
260.4100,260.7500,260.0000,260.2300,52274922
260.3200,260.4800,260.1600,260.3600,27856514
260.0000,260.1500,259.5700,259.7600,45033392
259.1800,260.2000,258.2600,259.9900,69176799
258.1400,258.5200,257.8600,258.3000,48075514
258.2200,258.5900,257.7700,257.8600,75756833
257.5200,259.0400,257.4700,258.6200,67777027
256.6200,257.2200,255.6300,256.4400,80811525
257.4100,257.8500,256.5200,257.7300,61315152
257.3100,258.5900,257.2700,258.3300,50228648
257.7300,258.2900,257.3700,258.0900,59984662
257.7300,258.3900,256.3600,258.1700,93981044
258.4700,259.2200,258.1500,259.1100,50469579
258.9700,259.3500,258.0900,258.6700,57502161
258.3000,259.0000,258.2200,258.8500,49652598
257.7700,258.5000,257.3000,258.4500,59589730
257.4100,257.7500,256.1900,257.5900,56449535
258.0400,258.4300,257.0700,257.4900,54202736
257.1800,257.4400,256.8100,257.1500,60304781
256.4700,257.6000,256.4100,256.7500,54285687
256.4700,257.8900,255.6300,257.7100,85562544
255.9900,256.3000,255.4800,255.6200,69797972
256.1800,256.3100,254.0000,255.2900,103715291
256.6000,256.8300,256.1500,256.5600,66935910
257.4800,257.5100,256.0200,256.1100,63915306
256.7000,257.1400,255.7700,257.1100,89176377
254.8300,255.8300,254.3500,255.7900,61903788
255.9000,255.9500,255.5000,255.7200,40888330
255.2300,255.5200,254.9800,255.4700,31560964
255.2100,255.5100,254.8200,255.2900,38221675
255.1400,255.2700,254.6400,254.9500,54800435
254.6600,255.0600,254.3700,254.6400,47065144
254.5100,255.0200,254.3200,255.0200,47674325
254.6000,255.0500,253.9800,254.6200,43057363
254.6300,254.7000,253.6500,253.9500,35803138
254.1500,254.7000,253.8500,254.3700,80645998
253.5400,254.6800,253.2000,254.6600,63522757
252.6900,253.4400,252.5600,253.1600,55953619
252.3200,252.8900,252.2300,252.8600,66810169
251.4900,252.3200,251.2900,252.3200,59022985
250.3400,251.3200,250.1300,251.2300,85578002
249.7300,250.4400,249.6300,250.3500,44778841
249.8800,250.4900,248.8700,250.0500,81001426
249.4200,249.7000,248.8100,249.0800,54081959
249.1500,249.5500,248.0800,248.9300,57064357
249.0500,249.6300,249.0200,249.4400,51214032
249.8800,249.9800,249.1900,249.3900,48211398
250.0700,250.1900,248.9200,250.0600,59574083
250.0000,250.0700,249.6000,249.9700,47108148
249.6100,250.1200,249.2800,249.7200,46235238
248.6900,249.2900,248.5700,249.1900,95432382
249.8000,250.3200,249.6000,250.0900,95446349
249.7200,250.2100,249.5900,250.1700,59228002
249.6300,250.0900,249.4200,250.0500,56896027
248.0400,249.3000,248.0200,249.2100,71364848
246.5400,247.1100,246.3000,246.5800,63832825
247.2500,247.2700,246.4000,246.8700,58034730
246.8400,247.2800,246.2300,246.9000,57916867
247.2600,247.5200,244.9500,246.0600,91398777
247.9200,248.3300,247.6700,247.8400,62006989
246.7200,247.7700,246.0500,247.4900,103803880
244.8300,246.3200,244.6200,246.0100,62030805
243.0600,245.1500,242.9300,244.8500,51135715
245.1700,245.2000,244.0900,244.5700,40565606
244.9000,245.6100,244.3900,244.5600,64445912
245.0000,245.1800,243.7500,243.9900,50741671
244.3300,245.0500,244.1600,244.5600,50203837
243.5700,245.6200,243.5500,245.4400,63140101
242.6400,243.2000,241.8300,242.9000,65469736
242.9000,244.1900,242.2000,242.7100,136747986
246.2400,246.6000,243.0900,243.0900,128490396
247.1100,247.5700,246.4500,246.9400,56573941
246.9800,247.0000,246.1600,246.5100,55242746
245.5900,246.7900,245.5500,246.5400,73291919
244.0200,244.8000,243.7500,244.1200,74869947
246.2900,246.4400,243.7000,243.7600,120361520
246.4700,247.3100,246.0600,247.2500,62523195
247.5100,248.9100,246.8300,247.2600,61719353
247.4900,247.8700,247.3700,247.8700,31995021
247.5200,247.7900,246.9700,247.4100,60191838
247.3100,247.3400,246.6400,246.9600,40785699
247.4700,247.6000,246.3700,247.4400,47211216
247.4600,247.5000,246.7160,247.3200,55050401
247.3700,247.4800,246.5300,246.7700,65838659
246.6500,247.0600,246.1300,246.9100,50088359
247.9600,248.0000,245.6800,247.2000,70766568
247.7500,247.7900,247.1300,247.4300,47575422
247.6800,247.8000,247.1600,247.4200,54915591
246.7900,246.9800,246.2800,246.8200,46607836
246.4400,246.9100,246.1800,246.8800,88711019
247.2800,247.4200,246.4700,247.1000,47095050
246.0200,247.0000,246.0100,246.9900,51034260
245.0600,245.7200,244.6700,245.6600,42742498
245.4700,245.9100,245.3300,245.5300,33502556
244.4300,245.9700,244.3100,245.5600,60234284
244.0200,244.5500,243.7600,244.4200,39471637
243.3000,244.2000,243.3000,244.0100,59610405
242.1600,242.5500,240.8500,242.1900,50290920
241.9500,242.8000,241.7600,242.3700,36663274
241.2100,242.2800,240.5600,242.1100,56062000
241.8900,242.0300,240.3400,240.5500,65400800
242.6300,243.0100,241.7000,242.7700,54427600
242.8800,243.3800,242.2100,242.2100,39153800
242.2800,242.7100,241.5800,241.8000,69340100
243.6600,243.7200,239.9600,241.3500,106949700
242.5000,243.7200,242.2300,243.4900,70042600
243.0400,243.3800,241.3100,241.3300,82247700
243.9000,244.3800,243.0500,243.2900,56700500
242.9100,243.5100,242.4700,243.1300,66986800
242.9600,243.5300,242.6400,242.8400,44148100
243.4600,243.5900,242.4100,242.9500,55977600
244.2500,244.2600,242.9900,243.0100,56906400
243.5900,244.7300,243.4800,244.6600,65123800
242.7700,242.8300,241.6300,242.6400,84553100
242.6800,243.9100,242.3600,243.7700,66464900
244.8600,244.8700,243.2900,244.2400,78602300
243.9800,244.6100,243.5800,244.5500,60067000
243.1300,243.4200,242.3800,243.3600,86108100
244.0900,245.0100,241.9500,243.4100,132256400
243.7700,244.3300,243.1700,243.7800,65950700
243.6000,243.9200,242.8300,243.6600,54144300
243.3400,243.9800,243.1200,243.2100,50375400
243.9700,244.3000,243.7600,243.9900,44698800
243.4200,244.3500,243.0800,244.1700,88666100
241.9700,243.3800,241.6400,243.3600,68962000
241.8400,241.8800,240.6400,241.4400,91796000
241.3400,241.7900,241.1600,241.5000,35201900
241.5400,241.9000,241.4500,241.7100,43404500
241.2000,242.0800,240.9600,241.7600,64071700
240.3200,240.7300,239.9300,240.6100,46927700
239.9500,240.2400,239.5100,240.0500,48341700
238.9000,239.7100,238.8200,239.5200,61010600
237.3300,239.0800,237.2700,238.3100,115011400
235.7300,237.7500,235.4300,236.7700,107047700
240.0800,240.0800,235.7500,235.8200,172174100
240.6400,240.6700,239.6300,240.0800,51241800
239.4700,240.4400,239.4500,240.3000,61918900
239.0900,239.4300,238.6700,238.9800,53912700
239.3500,239.5700,238.1300,239.3800,62358300
239.3900,239.8700,239.1500,239.8700,54293800
239.9600,240.1900,239.0400,239.4400,51363200
239.7500,239.9200,239.1700,239.6600,48385700
239.1900,239.7200,238.6800,239.7000,62001300
238.8300,238.9200,237.7800,238.7600,61462700
238.7700,238.8800,237.7000,238.4800,73137700
238.8400,238.9800,238.3000,238.7700,57375700
238.6800,239.1700,238.2000,238.6800,66882500
238.9000,238.9300,237.9300,238.0800,63532800
238.7700,238.9500,237.9800,238.6000,57410300
238.5100,239.5300,238.3500,238.4000,84702500
237.9100,238.9500,237.8100,238.5500,76698300
237.1800,237.4100,234.5600,237.1700,119209900
235.2500,235.3100,234.1300,234.5900,110389800
234.1500,235.8500,233.7800,235.3400,92572200
234.5200,234.9500,233.1800,233.4400,68699900
233.7200,234.4900,233.0800,233.8700,83225800
233.1100,234.5700,232.8800,234.5700,68405400
233.6400,234.4900,232.5100,232.5100,92880400
234.7400,234.9600,233.7700,234.0300,81864400
234.9000,235.1800,233.3400,235.0600,88045300
235.3600,236.2600,234.7300,235.3400,67615300
235.1500,236.0000,234.6400,235.2000,74412300
234.9400,236.0400,234.4300,235.4400,69135800
236.2600,237.3900,234.5400,234.7800,108800600
235.0000,235.5800,234.5600,235.4800,56466200
235.8000,236.0300,233.9100,235.3300,85546500
235.9000,236.5100,235.6800,235.7400,73733100
235.4700,236.5200,235.2700,236.2900,56737900
234.9900,235.8100,234.7300,235.5400,61950400
233.2700,235.8100,233.1400,235.3200,93483900
231.9300,233.9200,231.6100,233.6200,87454500
234.3800,235.0400,232.9600,233.8600,112504900
234.2800,235.3400,233.6000,234.0300,100410300
233.7700,234.6100,233.0500,234.2800,97569200
237.4700,237.6100,233.5800,233.7300,131809300
237.0300,237.3600,236.3200,236.7700,52537000
237.7500,237.9700,237.0300,237.0300,89002100
239.1100,239.2000,238.1000,238.4800,78344000
237.5600,239.4400,237.2900,238.9500,96081800
237.1800,237.2400,236.1900,236.9000,59880800
237.6200,237.8600,237.2400,237.8100,57256800
237.9700,238.0200,236.5900,237.6900,81991700
236.7000,237.2400,235.7400,236.8600,90683900
237.3400,237.6400,236.4000,236.5600,78168800
237.3600,237.7700,236.7600,237.0000,65103700
237.5000,238.1200,237.0100,237.7100,55391500
238.1700,238.6100,237.7300,238.4200,81974300
239.5600,239.5700,238.2100,238.2700,70246000
238.3900,240.3200,238.3700,239.7800,149158200
236.6700,236.9500,236.0200,236.4700,96961900
236.6400,237.3100,236.3500,237.1100,56515400
235.4600,236.7900,235.4100,236.7400,82381600
236.8800,236.9000,235.5600,236.4400,74615900
236.0200,236.5400,235.8300,236.2800,62115200
235.5200,236.6900,235.5100,236.4900,88946100
233.9500,235.0900,233.9300,235.0900,77204100
234.9500,235.1600,233.8500,234.7200,84722400
233.4500,235.1400,233.3900,234.9200,86785800
232.5600,233.7100,232.1600,233.7000,71109000
232.0800,233.0700,232.0500,232.7700,55182100
231.0000,231.7700,230.6200,231.5100,66015900
229.2400,230.9500,229.2400,230.6000,65955200
228.9400,229.3900,228.3100,229.2400,51566200
229.3800,229.6600,228.7200,228.9400,57931200
228.8700,229.3300,228.5400,228.9300,57790100
228.8200,229.5500,228.4600,229.3400,80563200
227.6200,228.1000,226.8200,227.7700,69657600
227.5300,228.5900,226.9400,227.6200,79117700
226.9800,227.6000,226.3200,227.5300,75880800
228.1700,228.2000,226.4100,227.5500,79737300
229.4200,229.5900,228.7600,228.9700,59711100
229.4000,229.7100,229.0100,229.3300,59970700
228.7000,229.5700,228.5100,229.5700,84437700
226.4000,228.0800,226.2700,227.6000,95555300
226.7400,226.8100,225.2700,226.1500,75061600
226.7000,227.3100,225.9700,226.7400,129168600
226.8400,227.0000,225.4100,225.9100,66608800
